CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
86053	CENTRO ESCOLAR  CASER÷O LA MONTA•ITA, CANT‡N AGUA FR÷A	LA UNI‡N	34				1	6	2	1	5		7	6	6																			
86055	"CENTRO ESCOLAR ""CASER÷O LOS BENITEZ, CANT‡N AGUA FRIA"""	LA UNI‡N	49				3	2	2	6	10	6	3	4	13																			
86056	CENTRO ESCOLAR  CASER÷O EL RELUMBRON, CANT‡N AGUA FR÷A	LA UNI‡N	34				2	3	2	5	7	5		5	5																			
86057	CENTRO ESCOLAR  CANT‡N EL DERRUMBADO	LA UNI‡N	148				2	6	5	12	9	10	13	9	16	25	25	16																
86058	CENTRO ESCOLAR  CASER÷O LOS CABRERA, CANT‡N DERRUMBADO	LA UNI‡N	77				1	9	6	11	13	7	9	13	8																			
86059	CENTRO ESCOLAR  CASER÷O EL CORRALITO, CANT‡N  DERRUMBADO	LA UNI‡N	104				5	9	9	10	12	17	14	13	15																			
86060	CENTRO ESCOLAR  CASER÷O EL CHIQUERITO, CANT‡N DERRUMBADO	LA UNI‡N	104				1	8	8	16	11	8	24	14	14																			
86061	CENTRO ESCOLAR  CASER÷O EL APINTAL, CANT‡N TERRERO	LA UNI‡N	116					5	7	8	6	8	11	6	14	18	15	18																
86062	CENTRO ESCOLAR  CASER÷O SAN FRANCISCO, CANT‡N EL  TERRERO	LA UNI‡N	131				5	6	13	7	12	8	22	15	10	13	11	9																
86063	CENTRO ESCOLAR  CANT‡N GUAJINIQUIL	LA UNI‡N	134				1	7	9	8	15	14	16	11	10	14	18	11																
86064	"CENTRO ESCOLAR ""CASER÷O EL NACASCOLO, CANT‡N  GUAJINIQUIL"""	LA UNI‡N	85				1	3	11	14	9	12	15	6	14																			
86065	COMPLEJO EDUCATIVO CASER÷O EL PEDERNAL, CANT‡N GUAJINIQUIL	LA UNI‡N	209				4	7	17	16	14	14	17	14	18	13	16	13	28	18														
86066	CENTRO ESCOLAR CASER÷O EL ZAPOTE, CANT‡N GUAJINIQUIL	LA UNI‡N	123				6	5	6	8	12	9	11	15	11	17	13	10																
86067	CENTRO ESCOLAR  CANT‡N HIGUERAS	LA UNI‡N	128				10	3	12	6	9	8	16	15	10	19	12	8																
86068	CENTRO ESCOLAR CASER÷O LOS RUIZ, CANT‡N HIGUERAS	LA UNI‡N	74				4	4	8	5	9	8	12	9	15																			
86069	CENTRO ESCOLAR  CANT‡N  PILAS	LA UNI‡N	57				1	5	5	9	10	10	6	3	8																			
86070	CENTRO ESCOLAR  CASER÷O LA ERMITA, CANT‡N PILAS	LA UNI‡N	90					6	10	10	10	10	14	15	15																			
86072	CENTRO ESCOLAR  CASER÷O LA PERIQUERA, CANT‡N GUERRERO	LA UNI‡N	23				2	5	2	2	3	1	1	3	4																			
86073	CENTRO ESCOLAR CANT‡N EL PORTILLO,	LA UNI‡N	65				3	7	2	6	7	13	8	12	7																			
86074	CENTRO ESCOLAR  CASER÷O LOS VELµSQUEZ, CANT‡N EL PORTILLO	LA UNI‡N	13				2	2	1	2	2		3		1																			
86075	CENTRO ESCOLAR  CASER÷O LOS GUZMAN, CANT‡N TALPETATES	LA UNI‡N	29				4	3	4	2	4	3	2	5	2																			
86076	CENTRO ESCOLAR  CASER÷O EL TULARCILLO, CANT‡N TALPETATE	LA UNI‡N	11					1	1	4		3	1	1																				
86077	CENTRO ESCOLAR  CANT‡N HONDURITAS	LA UNI‡N	97				1	6	5	2	7	4	6	11	5	17	19	14																
86078	CENTRO ESCOLAR  CASER÷O EL BA•ADERO, CANT‡N  HONDURITAS	LA UNI‡N	29				1	2	4	5	4	3	6	3	1																			
86079	CENTRO ESCOLAR  CASER÷O EL AMATAL, CANT‡N LAS MAR÷AS	LA UNI‡N	64				2	4	10	8	4	12	11	7	6																			
86080	CENTRO ESCOLAR  CASER÷O LA JOYA, CANT‡N LAS MAR÷AS	LA UNI‡N	47				2	2	8	3	7	2	10	4	9																			
86081	CENTRO ESCOLAR CASER÷O LOS CHORROS, CANT‡N  MONTECA.	LA UNI‡N	39				5	4	6		6	6	3	4	5																			
86082	CENTRO ESCOLAR  CASER÷O EL ZAPOTE, CANT‡N   MONTECA	LA UNI‡N	69				7	9	7	6	9	9	7	8	7																			
86084	CENTRO ESCOLAR CASER÷O MARCALITA, CANT‡N MONTECA	LA UNI‡N	33				3	3	8	5	4	5	1	3	1																			
86085	CENTRO ESCOLAR CANT‡N CERRO PEL‡N	LA UNI‡N	9				1	1	1		2			1	3																			
86086	"CENTRO ESCOLAR  ""CASER÷O QUEBRADA HONDA, CANT‡N CERRO PEL‡N"""	LA UNI‡N	21				2		3	3	4	3	3	3																				
86088	"CENTRO ESCOLAR ""CASER÷O LOS CAMOTES, CANT‡N EL REBALSE"""	LA UNI‡N	17					1	4	3	3		2	1	3																			
86089	CENTRO ESCOLAR  CASER÷O LOMA ATRAVESADA , CANT‡N EL REBALSE	LA UNI‡N	37				2	6		8	5	7	4	1	4																			
86090	CENTRO ESCOLAR  CANT‡N EL TABL‡N	LA UNI‡N	94				3	4	4	6	12	4	9	2	8	18	11	13																
86091	CENTRO ESCOLAR  CASER÷O CANDELARIA DE LA ROMPISI‡N, CANT‡N PIEDRAS BLANCAS	LA UNI‡N	93				7	1	8	5	8	9	10	11	7	4	15	8																
86092	CENTRO ESCOLAR  CASER÷O LOS CHAGUITES, CANT‡N PIEDRAS BLANCAS	LA UNI‡N	48				3	3	4	6	7	6	4	11	4																			
86094	CENTRO ESCOLAR  CASER÷O EL CORTEZAL, CANT‡N  VALLE AFUERA	LA UNI‡N	51				1	1	5	4	14	4	8	5	9																			
86095	"CENTRO ESCOLAR  ""JULIO CêSAR MORALES"""	LA UNI‡N	9				1		1	1	1		3	2																				
86096	CENTRO ESCOLAR  CANT‡N BARRANCONES	LA UNI‡N	29				2	2	4	6	3	1	5	3	3																			
86097	"CENTRO ESCOLAR ""CASER÷O  PITAHAYA, CANT‡N BOQU÷N"""	LA UNI‡N	49				3	3	4	5	4	6	10	9	5																			
86098	"CENTRO ESCOLAR  ""CASER÷O EL TABL‡N, CANT‡N CARPINTERO"""	LA UNI‡N	25				3	3	5	3	2	1	2	3	3																			
86100	CENTRO ESCOLAR  CASER÷O TORERAS, CANT‡N LAJITAS	LA UNI‡N	10					1	2		2	2	1	1	1																			
86101	CENTRO ESCOLAR  CANTON MALALAJA	LA UNI‡N	64				3	3	3	7	5	7	7	4	7	4	7	7																
86102	"CENTRO ESCOLAR  ""CASER÷O MUNGU÷A, CANT‡N MALALAJA"""	LA UNI‡N	102				7	5	5	12	10	5	11	9	10	13	8	7																
86104	CENTRO ESCOLAR  CANT‡N EL OCOTE	LA UNI‡N	94				3	8	2	8	5	7	7	12	8	12	15	7																
86105	CENTRO ESCOLAR  CASER÷O QUEBRADA HONDA, CANT‡N EL OCOTE	LA UNI‡N	43				5	3	5	4	3	5	4	7	7																			
86106	"CENTRO ESCOLAR  ""CASER÷O EL CARRIZAL, CANT‡N EL OCOTE"""	LA UNI‡N	52				3	4	4	3	5	5	12	9	7																			
86107	CENTRO ESCOLAR  CASER÷O PIEDRA REDONDA, CANT‡N EL OCOTE	LA UNI‡N	51				8	5	5	4	6	5	8	7	3																			
86108	"CENTRO ESCOLAR  ""CASER÷O LA BOLSA, CANT‡N BOBADILLA"""	LA UNI‡N	27				2		5	3	6	2	4	3	2																			
86110	CENTRO ESCOLAR CASER÷O EL CRUCILLAL, CANT‡N EL COPALIO	LA UNI‡N	186					2	12	13	13	12	25	15	17	38	26	13																
86111	"CENTRO ESCOLAR ""MAR÷A BERNARDA PARADA DE MEDINA"""	LA UNI‡N	14					2	3	1	1	5	1	1																				
86112	CENTRO ESCOLAR  CASER÷O LA MALTEZ, CANT‡N CERCOS DE PIEDRA	LA UNI‡N	43				6	4	6	3	3	4	7	5	5																			
86113	CENTRO ESCOLAR  CANT‡N EL PAPALON	LA UNI‡N	12						1	1	3	2	2	1	2																			
86114	CENTRO ESCOLAR CANT‡N BENAVIDES	LA UNI‡N	48				3	1		1	6	4	4	5	8	5	9	2																
86116	CENTRO ESCOLAR  CANT‡N ISLA EL PERICO	LA UNI‡N	16				2	2	1	1	2	4	2		2																			
86117	CENTRO ESCOLAR  CANT‡N EL NARANJO	LA UNI‡N	11								4		2	3	2																			
86118	CENTRO ESCOLAR  CANT‡N EL CHAGUITILLO	LA UNI‡N	134				12	6	10	14	12	8	18	10	14	12	6	12																
86120	"CENTRO ESCOLAR  ""CASER÷O LA CHACARA, CANT‡N EL SOMBRERITO"""	LA UNI‡N	27				5	3	1	2		2	6	3	5																			
86121	CENTRO ESCOLAR  CANT‡N EL ZAPOTE	LA UNI‡N	16				1		2	1	2	3	4	1	2																			
86122	CENTRO ESCOLAR  CANT‡N LA JOYA	LA UNI‡N	16				2	1		1	1	4	2	2	3																			
86123	CENTRO ESCOLAR CASER÷O LA ERMITA, CANT‡N COPETILLO	LA UNI‡N	95				7	5	3	4	8	10	5	10	7	13	10	13																
86124	CENTRO ESCOLAR  CASER÷O LOS UMA•A, CANT‡N EL ALGOD‡N	LA UNI‡N	152				5	4	13	14	13	15	12	19	18	10	17	12																
86125	CENTRO ESCOLAR  CASER÷O LA FABULOSA , CANT‡N EL ALGOD‡N	LA UNI‡N	20				4	1	2	2	2	4	2	2	1																			
86126	CENTRO ESCOLAR  CANT‡N EL PORTILLO	LA UNI‡N	57				5	3	3	5	7	3	3	12	2	1	3	10																
86127	CENTRO ESCOLAR  CASER÷O LOS PICACHOS, CANT‡N MOJONES	LA UNI‡N	31					1	4	1	6	3	5	9	2																			
86128	CENTRO ESCOLAR  CASER÷O LA CEIBA, CANT‡N  MOJONES	LA UNI‡N	38				2	4	2	6	4	8	8	1	3																			
86130	CENTRO ESCOLAR  CASER÷O LOS LAZOS, CANT‡N  EL ALBORNOZ	LA UNI‡N	11						1	2	1	1	3	3																				
86131	"CENTRO ESCOLAR  ""CASER÷O LAS CABA•AS, CANT‡N CANDELARIA"""	LA UNI‡N	30				4	6	7	2	3	4	4																					
86133	"CENTRO ESCOLAR  ""CASER÷O PALO GALµN, CANT‡N LA CA•ADA"""	LA UNI‡N	41				6	6	2	3	2	4	7	7	4																			
86134	CENTRO ESCOLAR  CANT‡N SAN LUCAS	LA UNI‡N	34				4	3	4	1	4	8	5	4	1																			
86135	CENTRO ESCOLAR  CASER÷O LAS MINITAS, CANT‡N TALPETATES	LA UNI‡N	21					1	3	2	4	2	1	4	4																			
86136	"CENTRO ESCOLAR  ""CASER÷O LAS HUERTAS, CANT‡N GUAJINIQUIL"""	LA UNI‡N	103				3	12	6	16	20	14	16	7	9																			
86137	CENTRO ESCOLAR  CANT‡N CIRICUARIO	LA UNI‡N	51				1	5	3	10	5	9	4	9	5																			
86138	CENTRO ESCOLAR CASER÷O HACIENDA SAN CAYETANO, CANT‡N SIRAMA	LA UNI‡N	30				5	3	3	3	1	4	2	7	2																			
86139	CENTRO ESCOLAR CANT‡N LA LEONA	LA UNI‡N	130				2	12	9	19	22	13	19	18	16																			
86140	CENTRO ESCOLAR CASER÷O CORRALITO, CANT‡N OCOTILLO	LA UNI‡N	67				4	4	9	3	6	11	8	10	12																			
86141	CENTRO ESCOLAR CASER÷O MILAGRO DE DIOS, CANT‡N EL CIPRES	LA UNI‡N	33				3		4	3	6	4	8	3	2																			
86142	CENTRO ESCOLAR CASER÷O TORILES, CANT‡N LAS CA•AS	LA UNI‡N	14					1	3	2	2	1	2	3																				
86143	CENTRO ESCOLAR CASER÷O LA CRIBA, CANT‡N EL CIPRES	LA UNI‡N	69				4	9	7	6	15	5	9	7	7																			
86146	CENTRO ESCOLAR CASER÷O LOS VµSQUEZ, CANT‡N DIAMANTE ARRIBA	AHUACHAPµN	79					3	5	9	11	15	7	4	5	7	10	3																
86147	CENTRO ESCOLAR CASER÷O LOS PILASTRONES, CANT‡N ZAPOTITAN.	LA LIBERTAD	59				5	5	3	7	6	9	8	3	3	6	2	2																
86148	"CENTRO ESCOLAR ""CASER÷O LOS MANGOS, CANT‡N EL PINAL‡N"""	SANTA ANA	56				4	2	6	4	7	5	9	6	4	3	3	3																
86150	"CENTRO ESCOLAR ""CASER÷O SANTA ELENA, CANT‡N SANTO TOMAS"""	SANTA ANA	15				1	3	2	2	3	2		2																				
86151	"CENTRO ESCOLAR ""CASER÷O SAN MARCOS, CANT‡N SANTO TOMAS"""	SANTA ANA	40						1	5	5	7	10	8	4																			
86152	CENTRO ESCOLAR CANT‡N EL PORVENIR JOCOTILLO.	SANTA ANA	4								1	1	1		1																			
86153	CENTRO ESCOLAR CASER÷O SAN ALBERTO, CANT‡N PIEDRA RAJADA	SANTA ANA	68					9	5	8	8	14	5	10	9																			
86154	"CENTRO ESCOLAR ""CASER÷O EL MILAGRO, CANT‡N COCO"""	SANTA ANA	42				2	5	3	5	5	3	8	5	6																			
86155	CENTRO ESCOLAR CASER÷O COLONIA SAN FRANCISCO, CANT‡N BELEN GUIJAT	SANTA ANA	256				4	17	20	22	23	27	30	25	30	21	17	20																
86156	CENTRO ESCOLAR CANT‡N SAN JOSê CAMULIAN	SANTA ANA	17						1	2	3	2	4	4	1																			
86157	CENTRO ESCOLAR CASER÷O EL MIRADOR, CANT‡N EL PORTEZUELO	SANTA ANA	79				8	1	5	8	2	7	12	13	7	8	4	4																
86158	"CENTRO ESCOLAR ""CASER÷O EL NACIMIENTO, CANT‡N SAN JERONIMO"""	SANTA ANA	11								2	2	4		3																			
86159	CENTRO ESCOLAR CASER÷O VENECIA, CANT‡N PILETAS	SANTA ANA	64				3	11	7	6	5	2	5	9	3	5	3	5																
86164	CENTRO ESCOLAR CASER÷O R÷O ABAJO, CANT‡N LAS PILAS	CHALATENANGO	46				1	6	5	4	8	3	6	4	9																			
86167	CENTRO ESCOLAR CASER÷O PORTILLO DE LA CEIBA, CANT‡N SAN JUAN DE LA CRUZ	CHALATENANGO	15				4			4	1	1	3	1	1																			
86172	CENTRO ESCOLAR CASER÷O SAN FRANCISCO, CANT‡N SAN PEDRO	LA LIBERTAD	88				1	13	5	11	11	10	12	14	11																			
86173	CENTRO ESCOLAR CASER÷O CHIQUILECA, CANT‡N SIHUAPILAPA	LA LIBERTAD	79				1	5	9	6	5	7	19	9	18																			
86179	CENTRO ESCOLAR CASER÷O EL FRANCO, CANT‡N EL SALITRE	CUSCATLµN	9					2	1	1			2		3																			
86192	CENTRO ESCOLAR CASER÷O LAS CONCHAS, CANT‡N LA DANTA	USULUTµN	19				1	5	2	2	4	2		3																				
86193	"CENTRO ESCOLAR CASER÷O COMUNIDAD LA SALVADORE•A, CANT‡N SALINAS DEL POTRERO"""	USULUTµN	9					2	1	1	2	1	2																					
86194	CENTRO ESCOLAR CASER÷O MATA DE PI•A, CANT‡N SAN MARCOS LEMPA.	USULUTµN	53				9	3	6	6	8	6	5	5	5																			
86195	CENTRO ESCOLAR CASER÷O R÷O ROLDAN, CANT‡N SAN MARCOS LEMPA	USULUTµN	29				3	3	5	2	6	3	7																					
86196	"CENTRO ESCOLAR ""JEAN ELIZABETH MANES"""	USULUTµN	247				14	18	16	14	18	21	23	23	22	41	18	19																
86197	CENTRO ESCOLAR CASER÷O LA LIMONERA, CANT‡N SISIGUAYO	USULUTµN	6				1		3			1	1																					
86198	CENTRO ESCOLAR CASER÷O QUEBRACHO, CANT‡N SAMURIA	USULUTµN	21				1	2	2	1	1	4	4	5	1																			
86199	CENTRO ESCOLAR CASER÷O EL ALAMBRE, CANT‡N EL ZAPOTE	USULUTµN	54					2	6	1	3	8	4	5	7	7	5	6																
86200	CENTRO ESCOLAR CASER÷O SANTA LUC÷A, CANT‡N EL LLANO	USULUTµN	5								3	2																						
86216	CENTRO ESCOLAR CASERIO QUIPURITO, CANT‡N QUIPURE	CHALATENANGO	78				3	2	1	4	3		2	7	6	41	6	3																
86217	"CENTRO ESCOLAR ""FRANKLIN PINEDA"""	CHALATENANGO	10				2	2	1	1	2		2																					
86218	CENTRO ESCOLAR CASER÷O LOS SICAHUITES, CANT‡N TEOSINTE	CHALATENANGO	36				2		4	3	5	4	3	3	1	3	5	3																
86219	CENTRO ESCOLAR CANT‡N GUARJILA	CHALATENANGO	264			6	19	23	21	21	21	26	21	28	18	19	22	19																
86220	CENTRO ESCOLAR CASERIO GUANCORA, CANTON GUARJILA	CHALATENANGO	88				5	11	6	5	5	12	6	8	8	11	5	6																
86221	CENTRO ESCOLAR CASERIO EL JICARO, CANTON LAS MINAS	CHALATENANGO	45					3		5	4	1	2	3	6	9	4	8																
86222	CENTRO ESCOLAR CANT‡N TEOSINTE	CHALATENANGO	39					3	1	3	3	4	3	1	3	7	4	7																
86223	COMPLEJO EDUCATIVO  NUEVA TRINIDAD	CHALATENANGO	94				1	2	2	6	9	9	6	10	5	8	14	5	10	7														
86224	CENTRO ESCOLAR CASER÷O LOS POZOS, CANT‡N JAGUATAYA	CHALATENANGO	46				3	4		3	2	2	3	5	6	9	4	5																
86225	CENTRO ESCOLAR CANT‡N CARASQUE	CHALATENANGO	44				2	3	2	3	4	3	5	1	4	2	9	6																
86226	CENTRO ESCOLAR CASER÷O EL BAJIO, CANT‡N CARASQUE	CHALATENANGO	30					5	2	4	2	3	3	4	1	2	2	2																
86227	COMPLEJO EDUCATIVO LAS VUELTAS	CHALATENANGO	174				12	13	7	16	9	10	5	9	8	15	21	15	17	17														
86228	CENTRO ESCOLAR CANT‡N  LA CEIBA	CHALATENANGO	19				2	5	2	2	2		2	2	2																			
86229	CENTRO ESCOLAR SAN JOSE LAS FLORES	CHALATENANGO	177				9	9	11	9	18	9	9	27	14	26	15	21																
86237	CENTRO ESCOLAR CANT‡N LA UNI‡N	SAN SALVADOR	136				6	12	12	9	10	10	16	15	11	12	11	12																
86240	CENTRO ESCOLAR CASER÷O LOS CARCAMOS, CANT‡N LOS HORCONES	LA UNI‡N	11				5	2			1	1	1	1																				
86241	CENTRO ESCOLAR CANT‡N SAN JER‡NIMO	LA PAZ	55				4	5	3	2	1	3	4	3	11	8	9	2																
86242	CENTRO ESCOLAR CASER÷O SANTA RITA, CANT‡N LAS GUARUMAS	LA PAZ	229				5	11	18	19	14	13	17	28	23	38	27	16																
86243	CENTRO ESCOLAR CASER÷O EL RANCH‡N, CANT‡N LA CALZADA	LA PAZ	135				10	10	4	5	12	11	22	12	10	16	10	13																
86244	CENTRO ESCOLAR CASER÷O LOTIFICACI‡N SAN ANTONIO, CANT‡N LOS PLATANARES	LA PAZ	36				3	2	8	2	4	2	7	5	3																			
86245	CENTRO ESCOLAR CASER÷O LOS NARANJOS, CANT‡N CAMOTEPEQUE	SAN SALVADOR	59				2	9	6	2	2	2	9	5	4	7	6	5																
86246	CENTRO ESCOLAR CASER÷O EL PORTILLO DE LOS GUARDADO	CHALATENANGO	10					2		1		2	3		2																			
86247	CENTRO ESCOLAR CANTON LOS AMATES	CHALATENANGO	65				3	5	8	7	6	5	2	3	7	8	9	2																
86249	"CENTRO ESCOLAR  ""SAN ANTONIO LOS RANCHOS"""	CHALATENANGO	144				4	12	12	10	11	10	12	6	18	18	15	16																
86251	CENTRO ESCOLAR CASER÷O LOS SHULL, CANT‡N CUYUAPA ARRIBA	SONSONATE	42				4	5	3	4	2	5	5	8	6																			
86252	CENTRO ESCOLAR CASER÷O EL PARA÷SO N¯ 1, CANT‡N CUNTAN	SONSONATE	245				7	24	24	25	26	22	24	23	18	20	16	16																
86253	CENTRO ESCOLAR  CASER÷O VALLE NUEVO, CANT‡N METAL÷O	SONSONATE	146				7	7	16	7	8	16	9	12	8	25	16	15																
86254	CENTRO ESCOLAR CASER÷O PE•AS BLANCAS, CANT‡N EL ZOPE	SONSONATE	25				5	5	8	1		6																						
86255	CENTRO ESCOLAR CANT‡N EL CASTA•O	SONSONATE	105				9	7	7	8	8	8	15	16	8	5	11	3																
86256	CENTRO ESCOLAR CASER÷O SANTA ISABEL, CANT‡N LA GUACAMAYA	SONSONATE	63				1	8	4	3	7	15	11	9	5																			
86257	CENTRO ESCOLAR HACIENDA LA AGUJA, CANT‡N MIRAVALLE	SONSONATE	43				1	5	3	5	4	4	8	6	7																			
86258	"CENTRO ESCOLAR ""JOSê ANTONIO SALAVERR÷A"""	AHUACHAPµN	800				12	27	65	90	60	88	74	65	94	130	57	38																
86259	CENTRO ESCOLAR CANT‡N CHAGöIT‡N	LA PAZ	83				6	7	6	4	5	7	14	6	9	7	8	4																
86260	CENTRO ESCOLAR LOTIFICACI‡N PLAYA AMATECAMPO, CANT‡N SAMBOMBERA	LA PAZ	64				6	6	7	7	6	7	10	8	7																			
86261	CENTRO ESCOLAR LOTIFICACI‡N LA ESPERANZA, CANT‡N EL SOCORRO	LA PAZ	44				1	4	5	4	7	12	4	4	3																			
86262	CENTRO ESCOLAR CASER÷O MINAS, CANT‡N NIQUERESQUE	CABA•AS	18							3	3	2	5	1	4																			
86263	"CENTRO ESCOLAR ""CASER÷O CATARINA, CANT‡N PARATAO"""	CABA•AS	89				7	16	9	7	6	7	15	9	13																			
86264	"CENTRO ESCOLAR ""CASER÷O SAN JUAN DE DIOS, CANT‡N ROJITAS"""	CABA•AS	16				4	4	6	2																								
86265	CENTRO ESCOLAR CASER÷O LA PE•A, CANT‡N AZACUALPA	CABA•AS	16				1	2	2	3	2	1	1	3	1																			
86266	"CENTRO ESCOLAR ""CASER÷O SAN JORGE, CANT‡N SAN  ANTONIO"""	CABA•AS	14							3	5	2	1	1	2																			
86267	"CENTRO ESCOLAR ""CASER÷O LOS JOVELES, CANT‡N CHUNTE"""	CABA•AS	14							4	2	4	2	2																				
86268	"CENTRO ESCOLAR ""CASER÷O LAS ARADITAS, CANT‡N COPINOLAPA"""	CABA•AS	26				1	3	3	3	1	4	3	5	3																			
86269	CENTRO ESCOLAR CASER÷O LOS ANGELES, CANT‡N SAN MATIAS	CABA•AS	6							1		1		3	1																			
86270	"CENTRO ESCOLAR ""CASER÷O EL JIOTE, CANT‡N LAS MAR÷AS"""	CABA•AS	66							10	8	9	7	17	15																			
86271	"CENTRO ESCOLAR ""CANT‡N EL AGUACATE"""	CABA•AS	11							1	4	3		1	2																			
86272	CENTRO ESCOLAR CASER÷O LA CA•ADA, CANT‡N  SAN JERONIMO	SANTA ANA	67				4	3	4	5	7	6	4	5	10	9	6	4																
86273	CENTRO ESCOLAR CASER÷O EL LIMO, CANT‡N  EL ROSARIO	SANTA ANA	25							3	1	6	7	7	1																			
86274	"CENTRO ESCOLAR ""CASER÷O EL GUAMILAR, CANT‡N  EL ROSARIO"""	SANTA ANA	12						2		1		5	1	3																			
86275	CENTRO ESCOLAR CASER÷O PILETAS, CANT‡N MONTENEGRO	SANTA ANA	27				3	1	2	4	1	5	5	3	3																			
86276	CENTRO ESCOLAR CASER÷O LAS PAVAS, CANT‡N LAS PAVAS	SANTA ANA	16						1	2	3	4		6																				
86277	CENTRO ESCOLAR CASER÷O LA CUMBRE,  CANT‡N LAS PAVAS	SANTA ANA	16					2			2	3	3	3	3																			
86278	CENTRO ESCOLAR CASER÷O MAJADITAS, CANT‡N SAN JOSê INGENIO	SANTA ANA	18							4	1	4	5	4																				
86279	CENTRO ESCOLAR CASER÷O EL PINALITO, CANT‡N  SAN MIGUEL INGENIO	SANTA ANA	17					1	1	2	3	1	2	4	3																			
86280	CENTRO ESCOLAR CASER÷O AGUA FRIA, CANT‡N TECOMAPA	SANTA ANA	37					4	2	4	4	6	5	5	7																			
86282	CENTRO ESCOLAR CASER÷O ARENAL DE PACHECO, CANT‡N  LAS PIEDRAS	SANTA ANA	23				1	2	1	4	5		4	2	4																			
86283	CENTRO ESCOLAR FINCA SAN JOSê, CANT‡N POTRERO GRANDE ARRIBA	SANTA ANA	26				1		1	6	3	5	3	4	3																			
86284	CENTRO ESCOLAR CASER÷O LAS COCINAS, CANT‡N CUTUMAY CAMONES	SANTA ANA	146				2	6	19	19	23	18	19	24	16																			
86285	CENTRO ESCOLAR CASER÷O LA FINQUITA, CANT‡N LOS APOYOS	SANTA ANA	23				2	2	1	2	3	1	5	5	2																			
86286	"CENTRO ESCOLAR ""COLONIA JARDINES DE SANTA LUCIA, CANT‡N AYUTA"""	SANTA ANA	57				3	5	2	10	14	9	8	4	2																			
86287	COMPLEJO EDUCATIVO LOTIFICACI‡N EL ROSARIO, CANT‡N  LOS AMATES	SANTA ANA	532				10	34	34	49	53	50	52	52	43	36	38	31	28	22														
86288	CENTRO ESCOLAR CANT‡N  GUACAMAYAS	SANTA ANA	25				2		1		2	1	2	2	3	10	2																	
86289	CENTRO ESCOLAR CANT‡N SOLIMAN	SANTA ANA	88				4	4	10	5	5	4	16	5	7	10	12	6																
86290	CENTRO ESCOLAR CASER÷O LAS MESITAS, CANT‡N CUJUCUYO	SANTA ANA	56					4	8	8	11	4	11	7	3																			
86291	CENTRO ESCOLAR  CASER÷O LAS NEGRITAS, CANT‡N EL JUTE	SANTA ANA	43				4	4	7	3	6	5	7	5	2																			
86292	CENTRO ESCOLAR CASER÷O COCOBANO, CANT‡N PALACIOS	CUSCATLµN	39				3	6	6	5	6	2	3	4	4																			
86293	CENTRO ESCOLAR CASER÷O PALO VERDE, CANT‡N EL PASTE	SANTA ANA	60				3	4	4	5	5	4	7	13	6	3	3	3																
86294	CENTRO ESCOLAR COMUNIDAD LAURA L‡PEZ , CANT‡N CONSOLACI‡N	CUSCATLµN	135				8	7	12	9	7	6	15	8	11	19	19	14																
86295	CENTRO ESCOLAR CANT‡N SANTA CRUZ	CUSCATLµN	46				5	4	7	7	6	4	8	5																				
86296	CENTRO ESCOLAR CANT‡N EL TABL‡N	SAN MIGUEL	20				2	1	1	1		3	2	5	5																			
86297	CENTRO ESCOLAR CASER÷O LOS NEGROS, CANT‡N EL CERRO	SAN MIGUEL	10						2	2	4	2																						
86298	CENTRO ESCOLAR CASER÷O LOS JOBOS, CANT‡N ROSAS NACASPILO	SAN MIGUEL	45				2	6	10	5	4	3	4	8	3																			
86299	CENTRO ESCOLAR CASER÷O EL TABL‡N, CANT‡N CHILANGUERA	SAN MIGUEL	63				2	2	7	6	5	12	11	12	6																			
86300	CENTRO ESCOLAR COLONIA LAS FLORES, CANT‡N EL CUCO	SAN MIGUEL	190				3	15	13	17	16	18	32	15	17	22	11	11																
86301	CENTRO ESCOLAR CANT‡N PRADERAS 2	SAN MIGUEL	23				1	3	1	3	4	3	4	1	3																			
86302	CENTRO ESCOLAR CASER÷O LA PE•ONA, CANT‡N LLANO EL COYOL	SAN MIGUEL	53				4	4	8	8	6	5	10	4	4																			
86303	CENTRO ESCOLAR CASER÷O SANTA CATARINA, CANT‡N EL NANCITO	SAN MIGUEL	13				2	3	3	3		2																						
86304	CENTRO ESCOLAR CANT‡N LA TRINIDAD	SAN MIGUEL	14				2		1	2	2	1	3		3																			
86305	CENTRO ESCOLAR CASER÷O PAVAYA, CANT‡N LA TRINIDAD	SAN MIGUEL	7					3			1		3																					
86306	CENTRO ESCOLAR CASER÷O LOS GUTIêRREZ, CANT‡N GUANASTE	SAN MIGUEL	29				3	6		8	6	6																						
