CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
10198	"CENTRO ESCOLAR ""SOLEDAD MORENO DE BENAVIDES"""	SANTA ANA	413					11	13	28	34	37	39	53	39	63	49	47																
10199	"CENTRO ESCOLAR ""CANTON PLANTA VIEJA"""	SANTA ANA	37				3	3	6	2	6	2	5	7	3																			
10200	"CENTRO ESCOLAR ""COOPERATIVA TIERRA FERTIL"""	SANTA ANA	25				3	2	1	2	5	5	2	3	2																			
10201	"CENTRO ESCOLAR ""COLONIA LAS LUPITAS"""	SANTA ANA	255				13	26	22	15	22	24	26	18	20	24	25	20																
10202	"CENTRO ESCOLAR ""CASERIO EL PROGRESO, CANTON LA JOYA"""	SANTA ANA	21							8		4	1	6	2																			
10203	ESCUELA DE EDUCACION PARVULARIA JARDINES DE COLON	LA LIBERTAD	95				21	30	44																									
10204	"CENTRO ESCOLAR ""COATEPEQUE"""	SANTA ANA	324							34	30	37	32	27	27	53	50	34																
10206	INSTITUTO NACIONAL DE SAN FERNANDO	CHALATENANGO	25																19	6														
10207	COMPLEJO EDUCATIVO  CANT‡N EL TINTERAL	SANTA ANA	508					27	29	43	48	41	41	45	37	36	41	24	48	48														
10208	"CENTRO ESCOLAR ""CANTON EL ZACATAL"""	SANTA ANA	38					3	5	4	3	4	4	3	2	2	4	4																
10209	"CENTRO ESCOLAR ""JOSê RUBêN RIVERA RIVERA"""	SANTA ANA	213				3	16	18	11	22	19	29	20	23	16	19	17																
10210	"CENTRO ESCOLA R ""MARGARITA PANILLA DE BARILLAS"""	LA LIBERTAD	68				5	3	9	12	11	11	8	8	1																			
10211	CENTRO ESCOLAR CANT‡N CA•A BRAVA	SANTA ANA	42				1	4	6	6	4	9	7	2	3																			
10213	"CENTRO ESCOLAR ""CASERIO LAS LOMAS, CANTON SAN JACINTO"""	SANTA ANA	139				2	8	7	11	15	15	16	17	16	13	9	10																
10215	"CENTRO ESCOLAR ""CANTON PLANES DE LA LAGUNA"""	SANTA ANA	32				1	2	6	4	9	5	2	2	1																			
10216	"CENTRO ESCOLAR ""FINCA EL POTOSI"""	SANTA ANA	34					2	3	3	6	1	8	8	3																			
10217	COMPLEJO EDUCATIVO CASER÷O SAN LUIS LA PLANTA, CANT‡N NANCINTEPEQUE	SANTA ANA	236				5	8	22	20	18	26	22	18	22	20	17	13	14	11														
10218	"CENTRO ESCOLAR ""MICHELE GRANIELLO RUSSO"""	SANTA ANA	59				6	3	5	10	9	10	6	4	6																			
10219	"CENTRO ESCOLAR PARA CIEGOS ""EUGENIA V. DE DUE•AS"""	SAN SALVADOR	54				2	5	7	4		2	3		6							2	7	1	5	2	6		2					
10220	"COMPLEJO EDUCATIVO ""CAPITAN GENERAL GERARDO BARRIOS"""	SANTA ANA	650				12	37	38	56	68	75	72	56	70	61	53	52																
10221	"COMPLEJO EDUCATIVO "" ANSELMA SµNCHEZ DE MANC÷A """	SANTA ANA	358					9	37	29	35	35	43	40	31	30	36	33																
10222	"ESCUELA DE EDUCACI‡N PARVULARIA ""COATEPEQUE"""	SANTA ANA	119				27	33	59																									
10223	ESCUELA DE EDUCACION PARVULARIA COMUNIDAD 7 DE SEPTIEMBRE	SAN SALVADOR	81				31	46	4																									
10224	"CENTRO ESCOLAR ""CANTON LA CONCEPCION"""	SANTA ANA	233					7	23	18	23	19	29	29	25	16	22	22																
10225	"COMPLEJO EDUCATIVO ""CANT‡N EL RESBALADERO"""	SANTA ANA	197					5	17	6	13	14	21	12	13	22	16	14	24	20														
10226	"CENTRO ESCOLAR ""CANTON EL CONACASTE"""	SANTA ANA	111				1	8	11	14	13	13	15	20	16																			
10227	"CENTRO ESCOLAR ""CANTON EL JOCOTON"""	SANTA ANA	116				2	6	9	7	10	11	10	11	13	16	10	11																
10228	"CENTRO ESCOLAR ""CASERIO LA GALLINA"""	SANTA ANA	66				1	4	7	7	15	8	4	12	8																			
10229	"CENTRO ESCOLAR ""DOCTOR SALVADOR MENDIETA"""	SANTA ANA	733				27	40	67	55	62	74	91	64	73	66	68	46																
10230	"COMPLEJO EDUCATIVO ""ELISA MEDINA VIUDA DE GARDINER"""	SANTA ANA	467				3	18	36	32	49	50	61	27	20	40	39	36	36	20														
10231	"CENTRO ESCOLAR ""MARCELINA VIUDA DE GRANILLO"""	SANTA ANA	271				6	12	17	27	29	21	38	31	25	27	18	20																
10232	"ESCUELA DE EDUCACION ESPECIAL ""CHALCHUAPA"""	SANTA ANA	93						9					7	5							14		14		14		11		10	2	3	2	2
10233	"CENTRO ESCOLAR ""COLONIA LA MIELERA"""	SANTA ANA	352						28	24	35	39	46	53	37	31	36	23																
10234	"CENTRO ESCOLAR ""CASERIO LOMAS DEL COCO, CANTON EL COCO"""	SANTA ANA	141				10	11	17	13	16	23	13	12	7	9	7	3																
10235	INSTITUTO NACIONAL DE NUEVO CUSCATLµN	LA LIBERTAD	170																84	68	18													
10236	"CENTRO ESCOLAR ""COLONIA TAZUMAL"""	SANTA ANA	424				20	27	35	48	35	48	44	33	46	40	26	22																
10237	"CENTRO ESCOLAR ""COLONIA SANTA ELENITA"""	SANTA ANA	35				3	4	6	6	4	2	3	7																				
10239	"INSTITUTO NACIONAL ""JORGE ELISEO AZUCENA ORTEGA"""	SANTA ANA	1218																636	501	81													
10240	"CENTRO ESCOLAR ""COOPERATIVA EL MANGUITO, HACIENDA LA REFORMA"""	SANTA ANA	36				3	9	3	2	2	4	4	6	3																			
10242	"CENTRO ESCOLAR ""CANTON BUENOS AIRES"""	SANTA ANA	117					6	8	13	7	17	17	11	12	9	7	10																
10243	"CENTRO ESCOLAR ""DOCTOR JOSE MARIA VIDES"""	SANTA ANA	179					11	15	9	16	17	29	18	13	15	22	14																
10244	"CENTRO ESCOLAR ""CANTON SAN JOSE"""	SANTA ANA	78				4	6	7	7	6	8	10	6	6	7	8	3																
10245	"CENTRO ESCOLAR ""CANTON SAN SEBASTIAN"""	SANTA ANA	178					10	13	8	14	23	22	24	19	19	16	10																
10246	CENTRO ESCOLAR COMUNIDAD NUEVA JERUSALêN	SAN SALVADOR	178				18	14	25	23	26	23	20	17	12																			
10249	"CENTRO ESCOLAR ""COLONIA SANTA CRUZ"""	SANTA ANA	387				15	29	23	37	28	37	46	46	27	35	38	26																
10250	COMPLEJO EDUCATIVO  CASER÷O SAN NICOLµS, CANT‡N LA MAGDALENA	SANTA ANA	341				24	22	18	27	22	15	30	29	18	30	23	26	29	28														
10251	"CENTRO ESCOLAR ""CASERIO SAN JORGE"""	SANTA ANA	93				3	6	10	1	11	10	18	11	5	4	9	5																
10252	"CENTRO ESCOLAR ""CASERIO SAN CRISTOBAL, CANTON LA MAGDALENA"""	SANTA ANA	239				10	24	21	24	17	26	25	21	16	18	23	14																
10253	"CENTRO ESCOLAR ""CASERIO SAN LUIS, CANTON LA MAGDALENA"""	SANTA ANA	78				5	5	9	7	14	10	7	10	11																			
10254	"CENTRO ESCOLAR ""CANTON EL TANQUE"""	SANTA ANA	133				9	5	9	10	9	18	10	17	21	9	6	10																
10255	"CENTRO ESCOLAR ""HACIENDA EL COCO, CANTON EL COCO"""	SANTA ANA	98				3	10	7	6	10	9	11	9	6	9	11	7																
10256	"COMPLEJO EDUCATIVO ""CANTON EL COCO"""	SANTA ANA	703				6	43	43	43	62	54	62	54	57	48	62	59	67	43														
10257	"CENTRO ESCOLAR ""CANTON GALEANO"""	SANTA ANA	207				7	17	18	13	16	18	23	24	18	19	19	15																
10258	"CENTRO ESCOLAR ""HACIENDA NAZARENO, CANTON LA MAGDALENA"""	SANTA ANA	106				7	1	6	9	6	8	10	11	8	15	15	10																
10262	"COMPLEJO EDUCATIVO ""CANTON LA MAGDALENA"""	SANTA ANA	555				11	31	32	21	27	42	34	38	43	48	53	50	66	59														
10263	"CENTRO ESCOLAR ""PROFESOR SERGIO OVIDIO  GARCIA"""	SANTA ANA	78				4	5	9	14	14	11	7	8	6																			
10265	"CENTRO ESCOLAR ""ALICIA ORTIZ VIUDA DE FLORES"""	SANTA ANA	250				4	16	17	25	27	22	31	28	27	15	21	17																
10266	"CENTRO ESCOLAR ""ALFREDO ESPINO"""	SANTA ANA	63				6	5	4	2	9	6	2	10	3	7	4	5																
10267	"CENTRO ESCOLAR ""CANTON EL ARADO"""	SANTA ANA	83					1	8	3	14	9	10	7	8	6	10	7																
10268	"CENTRO ESCOLAR ""FRANCISCO IGNACIO CORDERO"""	SANTA ANA	1076				33	46	54	79	82	78	118	116	124	118	110	118																
10269	"CENTRO ESCOLAR ""GUADALUPE RETANA HERRERA"""	SANTA ANA	763				12	38	24	62	71	80	80	79	95	73	81	68																
10270	"CENTRO ESCOLAR ""SIMON BOLIVAR"""	SANTA ANA	556					17	19	41	42	51	48	60	50	73	70	85																
10271	"COMPLEJO EDUCATIVO ""BENITO JUµREZ"""	SANTA ANA	468				8	13	19	17	35	36	53	60	40	48	45	26	33	35														
10272	"CENTRO ESCOLAR ""GENERAL SALVADOR CASTANEDA CASTRO"""	SANTA ANA	651					34	42	56	60	70	59	64	68	70	60	68																
10273	"CENTRO ESCOLAR ""DOCTOR RANULFO CASTRO"""	SANTA ANA	984				22	44	45	77	77	89	80	78	120	127	118	107																
10274	"ESCUELA DE EDUCACI‡N PARVULARIA ""GABRIELA MISTRAL"""	SANTA ANA	245			22	66	61	96																									
10275	"CENTRO ESCOLAR "" CANTON LA LAGUNA """	SANTA ANA	153				5	6	2	14	11	19	16	19	7	16	25	13																
10276	"COMPLEJO EDUCATIVO "" CANT‡N EL GUINEO """	SANTA ANA	359				12	32	36	27	27	41	37	36	30	32	28	21																
10277	CENTRO ESCOLAR PARA SORDOS DE SANTA ANA	SANTA ANA	40					2		1	3	7	5	6	1	6	8	1																
10278	COMPLEJO EDUCATIVO CANT‡N LA PRESA	SANTA ANA	399					20	41	48	41	36	54	41	39	29	31	19																
10279	"CENTRO ESCOLAR "" CANTON EL RODEO """	SANTA ANA	243					19	28	18	22	17	25	24	22	33	22	13																
10280	"CENTRO ESCOLAR "" HACIENDA EL PORVENIR, CANTON LOS PINOS """	SANTA ANA	234				14	20	20	19	17	17	24	18	29	23	18	15																
10281	"CENTRO ESCOLAR "" CANTON EL PEZOTE """	SANTA ANA	287					8	39	36	33	23	32	32	22	21	24	17																
10282	"CENTRO ESCOLAR "" CASERIO EL PALOMAR, CANTON LA PRESA """	SANTA ANA	14							1	2	3	6	2																				
10283	INSTITUTO NACIONAL DE EL CONGO	SANTA ANA	804																427	328	49													
10284	"CENTRO ESCOLAR "" EL CONGO """	SANTA ANA	1228							119	133	130	180	154	119	140	128	125																
10285	"CENTRO ESCOLAR ""UNI‡N CENTROAMERICANA"""	SANTA ANA	728							91	74	95	84	82	72	70	72	88																
10286	"ESCUELA DE EDUCACI‡N PARVULARIA "" DE EL CONGO """	SANTA ANA	394				92	128	174																									
10287	CENTRO ESCOLAR  CANTON  MONTE BELLO	SANTA ANA	215				8	17	19	9	19	18	23	22	14	24	17	25																
10288	"CENTRO ESCOLAR "" ALFREDO ESPINO """	SANTA ANA	203				4	9	15	14	24	23	23	17	23	31	14	6																
10289	"CENTRO ESCOLAR "" CASERIO EL CERRON, CANTON SAN CRISTOBAL """	SANTA ANA	655				11	46	54	63	68	64	79	68	54	57	49	42																
10291	"COMPLEJO EDUCATIVO  ""PADRE VICENTE AGUILAR"""	SANTA ANA	506				19	26	29	33	32	44	46	50	47	50	37	39	30	24														
10292	"CENTRO ESCOLAR ""CANTON SAN JUAN CHIQUITO"""	SANTA ANA	154				3	12	9	22	13	10	18	15	16	11	14	11																
10293	"CENTRO ESCOLAR "" CANTON LA ARENERA """	SANTA ANA	341				4	15	18	28	30	39	57	40	33	25	22	30																
10294	"CENTRO ESCOLAR "" CANTON SANTA ROSA SENCA """	SANTA ANA	233				1	9	17	25	31	23	35	27	24	15	12	14																
10295	"COMPLEJO EDUCATIVO ""MASAHUAT"""	SANTA ANA	206				8	10	9	8	15	14	13	16	19	22	25	19	15	13														
10296	CENTRO ESCOLAR MATHIEU SANMARTIN	SAN MIGUEL	14				2		1	2		3	2	3	1																			
10297	CENTRO ESCOLAR PROFESORA CELINA DEL CARMEN PAZ DE MêNDEZ	MORAZµN	42				1	2	4	4	4	4	11	9	3																			
10298	"CENTRO ESCOLAR JARD÷N INFANTIL METAPANECO ""ZOILA TENAS DE FIGUEROA"""	SANTA ANA	80				1	6	10	7	9	11	17	11	8																			
10299	"CENTRO ESCOLAR "" CASERIO BUENOS AIRES, CANTON SAN ANTONIO LA JUNTA """	SANTA ANA	62				3	4	3	5	5	3	10	8	5	9	2	5																
10302	"ESCUELA DE EDUCACION PARVULARIA ""DE SAN ALEJO"""	LA UNI‡N	47				14	17	16																									
10303	"COMPLEJO EDUCATIVO ""SCHAFIK JORGE HµNDAL"""	LA PAZ	210				9	18	20	17	23	16	19	23	19	14	21	11																
10304	"ESCUELA DE EDUCACION ESPECIAL ""DE METAPAN"""	SANTA ANA	40						3					1										4	3	8	5	4	1	5	3			3
10305	"INSTITUTO NACIONAL ""PROFESORA ROSA ORBELINA CA•AS DE FLORES"""	MORAZµN	121																58	41	22													
10307	"CENTRO ESCOLAR "" CASERIO SAN JUAN ARRIBA, CANTON SAN JUAN """	SANTA ANA	68					3	2	6	8	8	4	11	2	11	8	5																
10308	"COMPLEJO EDUCATIVO ""CIUDAD REAL"""	SANTA ANA	1173				59	54	68	90	99	97	83	110	92	120	85	93	70	53														
10309	"CENTRO ESCOLAR ""CASERIO EL CARMEN, CANTON EL PANAL"""	SANTA ANA	28				2	2	4		2	8	2	3	5																			
10310	"CENTRO ESCOLAR ""REPÈBLICA DE MêXICO"""	AHUACHAPµN	50				4	9	12	5	3	4	3	5	5																			
10311	"INSTITUTO NACIONAL ""BENJAM÷N ESTRADA VALIENTE"""	SANTA ANA	935																402	311	222													
10314	"CENTRO ESCOLAR ""CASERIO LAS TAPIAS, CANTON CA•AS DULCES"""	SANTA ANA	86					7	3	9	9	11	4	8	6	11	11	7																
10315	CENTRO ESCOLAR SIHUATEPEQUE	SAN VICENTE	10					4	2		2	2																						
10317	"CENTRO ESCOLAR ""SAN ISIDRO LABRADOR"""	LA LIBERTAD	61				6	12	6	7	2	8	12	4	4																			
10318	"CENTRO ESCOLAR ""CASERIO LOS LLANITOS CANTON SANTA RITA"""	SANTA ANA	20						3	1	2	3	1	4	6																			
10319	"CENTRO ESCOLAR ""REPUBLICA DE TöRKIYE"	SANTA ANA	64					8	7	13	11	9	4	9	3																			
10320	"CENTRO ESCOLAR ""CANTON  MATALAPA"""	SANTA ANA	19							4	5	1	2	3	4																			
10321	"CENTRO ESCOLAR ""FRANCISCO SALGUERO L‡PEZ"""	CHALATENANGO	13						2	2			5	4																				
10323	"CENTRO ESCOLAR ""CASERIO EL DESPOBLADO, CANTON MALPASO"""	SANTA ANA	17					1	1	1	3		5	4	2																			
10325	"CENTRO ESCOLAR ""CASERIO SANTA INES, CANTON MATALAPA"""	SANTA ANA	46				2	5	3	3	2	3	7	6	7	4	1	3																
10326	"CENTRO ESCOLAR ""CENTRAL GUAJOYO"""	SANTA ANA	234				5	8	15	13	12	11	24	19	15	32	27	25	28															
10327	"CENTRO ESCOLAR "" CANTON CUYUISCAT """	SANTA ANA	94				3	8	5	5	18	10	22	12	11																			
10328	"CENTRO ESCOLAR "" CANTON LA CEIBITA """	SANTA ANA	17							3	2	4	2	5	1																			
10329	"CENTRO ESCOLAR "" CANTON LA ISLA """	SANTA ANA	98				4	6	9	7	3	9	9	16	13	6	9	7																
10331	"CENTRO ESCOLAR ""JOSE ANTONIO CASTRO VILLALOBOS"""	SANTA ANA	39					2	7	5	4	9	2	6	4																			
10334	"CENTRO ESCOLAR ""CASERIO EL COLORADO, CANTON LA JOYA"""	SANTA ANA	10							2		3		5																				
10335	CENTRO ESCOLAR CANT‡N EL LIMO	SANTA ANA	13					2	3			2	3	1	2																			
10336	"CENTRO ESCOLAR  "" CASERIO EL AHOGADO, CANTON LA ISLA """	SANTA ANA	20				1	2		4	3	1	5	3	1																			
10338	"CENTRO ESCOLAR ""REPUBLICA FEDERADA CENTROAMERICANA"""	SANTA ANA	773				24	45	63	61	62	72	77	67	85	90	65	62																
10341	CENTRO ESCOLAR CANTON SAN MIGUEL INGENIO	SANTA ANA	237				1	9	12	26	29	29	24	32	23	16	22	14																
10342	"CENTRO ESCOLAR ""PROFESOR JOSê LUIS ERNESTO SµNCHEZ"""	LA LIBERTAD	222				5	23	21	22	25	15	30	15	17	23	13	13																
10343	"CENTRO ESCOLAR ""HUMBERTO PARADA SANDOVAL"""	SANTA ANA	108					7	9	7	17	6	15	10	7	7	10	13																
10344	"CENTRO ESCOLAR ""FRANCISCO JAVIER GARCIA"""	SANTA ANA	115					7	14	9	12	11	9	7	14	11	11	10																
10345	"COMPLEJO EDUCATIVO ""CANT‡N SANTA RITA"""	SANTA ANA	250				3	12	23	15	11	12	23	17	16	32	28	22	21	15														
10347	"CENTRO ESCOLAR ""CANTON MALPASO"""	SANTA ANA	37					2	6		6	6	9	6	2																			
10348	"CENTRO ESCOLAR ""CASERIO EL JICARO, CANTON EL PANAL"""	SANTA ANA	45				4	5	8	6	1	5	8		8																			
10349	"CENTRO ESCOLAR CAT‡LICO ""PADRE ARTURO D'ONOFRIO"""	USULUTµN	396				8	22	25	35	42	35	44	32	43	28	39	43																
10350	"CENTRO ESCOLAR ""JESUS CORLETO VALIENTE"""	SANTA ANA	47				5	5	7	7	6	2	11	2	2																			
10351	"CENTRO ESCOLAR ""HACIENDA VIEJA"""	SANTA ANA	77				3	3	13	2	8	7	8	7	7	7	8	4																
10353	"CENTRO ESCOLAR ""CASERIO SAN FRANCISCO, CANTON BELEN GUIJAT"""	SANTA ANA	313				6	14	22	17	31	34	44	36	33	22	33	21																
10355	"CENTRO ESCOLAR ""CASERIO EL COBANO, CANTON LAS PIEDRAS"""	SANTA ANA	86				5	5	4	4	5	11	19	2	7	10	8	6																
10356	"CENTRO ESCOLAR ""CASERIO SAN DIEGO"""	SANTA ANA	208				9	7	28	19	19	18	22	21	21	15	13	16																
10358	"CENTRO ESCOLAR ""CASERIO LA CONCHAGUA, CANTON LAS PIEDRAS"""	SANTA ANA	154				9	15	12	9	19	9	13	11	14	15	17	11																
10359	"CENTRO ESCOLAR "" CANTON SAN JUAN """	SANTA ANA	81						8	5	5	7	9	12	10	9	6	10																
10360	"CENTRO ESCOLAR "" EZEQUIEL GALDAMEZ """	SANTA ANA	17					1	3	2		2	5	1	3																			
10363	"CENTRO ESCOLAR "" CANTON SAN ANTONIO LA JUNTA """	SANTA ANA	39				3	1	3	6	1	1	2	6	1	4	7	4																
10365	"CENTRO ESCOLAR ""AGUSTIN RIVAS VALDES"""	SANTA ANA	119					6	9	10	15	15	15	8	7	16	12	6																
10366	"CENTRO ESCOLAR ""CANTON SAN JOSE INGENIO"""	SANTA ANA	67					3	7	7	2	4	5	5	8	9	12	5																
10367	"CENTRO ESCOLAR ""CANTON EL ROSARIO"""	SANTA ANA	13				1	1	2	1		2	3	2	1																			
10368	"CENTRO ESCOLAR "" CANTON TAHUILAPA """	SANTA ANA	47							4	6	4	5	8	4	7	4	5																
10369	"CENTRO ESCOLAR ""RODRIGO J. LEIVA"""	SANTA ANA	594							49	50	82	61	63	70	96	73	50																
10370	"CENTRO ESCOLAR ""LUZ GOMEZ"""	SANTA ANA	1017				41	65	64	66	93	94	94	111	90	91	109	99																
10371	"CENTRO ESCOLAR ""REPUBLICA DE GUATEMALA"""	SANTA ANA	1071							105	105	108	122	133	118	124	131	125																
10372	"ESCUELA DE EDUCACI‡N PARVULARIA ""SOR JUANA INêS DE LA CRUZ"""	SANTA ANA	337				83	128	126																									
10374	"CENTRO ESCOLAR ""REPUBLICA DE MEXICO"""	SANTA ANA	121					6	12	7	11	9	10	11	5	19	18	13																
10375	"CENTRO ESCOLAR ""CASERIO EL DESAGUE, CANTON BELEN GUIJAT"""	SANTA ANA	304				7	15	21	29	33	22	48	28	29	21	25	26																
10376	"CENTRO ESCOLAR ""HACIENDA OSTUA"""	SANTA ANA	82				2	5	10	13	11	14	11	9	7																			
10377	"CENTRO ESCOLAR ""CANTON EL TABLON"""	SANTA ANA	44				3	7	6	7	2	6	5	4	4																			
10379	"CENTRO ESCOLAR ""CANTON EL ANGEL"""	SANTA ANA	45					3	2	5	3	7	8	11	6																			
10381	"COMPLEJO EDUCATIVO ""JOSê MAR÷A SALAZAR ESPA•A"""	SANTA ANA	329				13	26	21	15	30	27	33	39	35	25	22	14	14	15														
10382	"COMPLEJO EDUCATIVO ""DOCTOR ALBERTO LUNA"""	SANTA ANA	978				29	53	54	61	64	68	82	87	55	71	78	71	96	94	15													
10383	"CENTRO ESCOLAR ""CANTON SAN  LUIS"""	SANTA ANA	158				2	6	12	21	10	14	20	27	15	12	11	8																
10384	"CENTRO ESCOLAR ""CANTON MONTE ALEGRE"""	SANTA ANA	519				10	34	47	47	48	52	55	49	47	56	40	34																
10385	"CENTRO ESCOLAR ""CANTON LOS AMATES"""	SANTA ANA	531				11	31	40	49	60	53	43	64	42	46	51	41																
10386	"CENTRO ESCOLAR ""PADRE MARIO AD÷N CRUZ ZALD÷VAR"""	LA LIBERTAD	112				5	8	15	11	14	14	21	14	10																			
10388	"CENTRO ESCOLAR ""JOSE ANTONIO MARTINEZ"""	SANTA ANA	273				5	13	14	24	31	31	30	20	21	26	35	23																
10389	"CENTRO ESCOLAR "" COLONIA EL EDEN """	SANTA ANA	422				18	14	34	40	57	54	44	48	31	35	24	23																
10390	"ESCUELA DE EDUCACION PARVULARIA ""BARRIO SAN MIGUELITO"""	SANTA ANA	53				22	14	17																									
10391	"COMPLEJO EDUCATIVO  ""COLONIA RIO ZARCO"""	SANTA ANA	1210				21	37	65	104	108	93	140	105	113	119	106	65	67	60	7													
10392	"CENTRO ESCOLAR ""COLONIA SANTA GERTRUDIS"""	SANTA ANA	139				3	10	17	11	12	10	15	12	8	14	17	10																
10395	"ESCUELA DE EDUCACION PARVULARIA ""DE LA COLONIA EL PALMAR"""	SANTA ANA	71				24	23	24																									
10396	"CENTRO ESCOLAR ""LOMAS DEL TECANA"""	SANTA ANA	123							10	18	19	10	18	11	16	9	12																
10399	"CENTRO ESCOLAR ""INSA"""	SANTA ANA	3396													126	224	276	1353	955	462													
10402	"CENTRO ESCOLAR ""CANTON EL PORTEZUELO """	SANTA ANA	451				20	34	34	33	39	39	55	45	44	41	39	28																
10403	"CENTRO ESCOLAR "" CANTON LOMAS DE SAN MARCELINO """	SANTA ANA	62				2	6	7	6	8	10	8	10	5																			
10404	"CENTRO ESCOLAR ""MONSE•OR JOSE LOPEZ SANDOVAL"""	SANTA ANA	230				5	18	18	14	12	21	27	23	20	28	25	19																
10406	"ESCUELA DE EDUCACION ESPECIAL ""ELISA ALVAREZ DE DIAZ"""	SANTA ANA	184					3	4					15	14							9	15	5	16	16	17	17	13	6	9	12		13
10407	"CENTRO ESCOLAR ""COLONIA SANTA LEONOR"""	SANTA ANA	764					50	60	62	61	78	85	67	67	78	69	87																
10408	"COMPLEJO EDUCATIVO ""PROFESOR JOSE ARNOLDO SERME•O"""	SANTA ANA	325			13	12	15	28	17	23	28	30	29	32	20	25	11	24	18														
10409	"ESCUELA DE EDUCACI‡N PARVULARIA ""SANTA ISABEL"""	SANTA ANA	214				47	86	81																									
10411	"CENTRO ESCOLAR ""MERCEDES NOVOA"""	SAN VICENTE	208							16	17	16	19	30	20	27	26	37																
10412	"CENTRO ESCOLAR ""COLONIA LA FORTUNA"""	SANTA ANA	35				2	5	4	8	4	3	5	3	1																			
10414	"CENTRO ESCOLAR ""CASERIO LOS GUIROLA"""	SANTA ANA	120				11	9	17	20	18	9	6	14	16																			
10415	"CENTRO ESCOLAR ""LICENCIADA CARMEN ELENA CALDERON DE ESCALON"""	SANTA ANA	562				26	54	39	50	61	59	56	60	41	48	37	31																
10417	COMPLEJO EDUCATIVO CASER÷O LLANO LARGO, CANT‡N AYUTA	SANTA ANA	844				23	45	59	63	67	64	86	83	76	74	66	55	52	31														
10418	"CENTRO ESCOLAR ""CASERIO EL COBANO, CANTON NANCINTEPEQUE"""	SANTA ANA	22					2		5		4	3	3	5																			
10419	"CENTRO ESCOLAR ""CASERIO EL TULE"""	SANTA ANA	14						2	2	2	1	4		3																			
10420	"CENTRO ESCOLAR ""DOCTOR CARLOS MAURICIO MOLINA FONSECA"""	SANTA ANA	311					20	17	36	35	32	50	32	29	25	18	17																
10421	"CENTRO ESCOLAR ""TOMAS MEDINA"""	SANTA ANA	1263				35	37	60	101	114	118	141	154	134	150	106	113																
10422	"CENTRO ESCOLAR ""COLONIA SAN LUIS"""	SANTA ANA	94							10	13	12	8	7	14	10	7	13																
10423	"CENTRO ESCOLAR ""CASERIO LAS CANOAS, CANTON  SAN JUAN """	SANTA ANA	131				2	11	8	14	17	8	16	12	14	10	8	11																
10424	"CENTRO ESCOLAR ""PROFESORA JUANA DEL CARMEN BARRERA AQUINO"""	LA LIBERTAD	194				5	15	16	15	18	16	24	21	15	17	16	16																
10426	"CENTRO ESCOLAR "" CASERIO PINAL DE GRANADA"""	SANTA ANA	133					11	4	14	18	11	11	8	16	14	12	14																
10427	Centro Escolar Caserio El Portezuelo	SONSONATE	11						3	3				2	3																			
10428	"COMPLEJO EDUCATIVO ""HACIENDA SAN CAYETANO"""	SANTA ANA	569				9	26	33	47	45	41	46	47	61	53	39	46	51	25														
10429	"CENTRO ESCOLAR ""TRANSITO CIENFUEGOS"""	SANTA ANA	190				9	15	10	12	20	18	18	19	27	12	17	13																
10430	"COMPLEJO EDUCATIVO  ""PRESB÷TERO RAFAEL PAZ FUENTES"""	SANTA ANA	1075				34	60	76	59	72	86	91	93	84	79	103	93	86	59														
10431	"CENTRO ESCOLAR ""DR. SALVADOR AYALA"""	SANTA ANA	993							100	99	121	115	112	115	129	108	94																
10432	Centro Escolar Caser°o El Morro N¯2	SONSONATE	34				2	4	3	7	5	5	3	3	2																			
10433	"CENTRO ESCOLAR ""REPUBLICA FEDERAL DE ALEMANIA"""	SANTA ANA	20						6	2		3	2	5	2																			
10434	INSTITUTO NACIONAL DE SAN ISIDRO	MORAZµN	117																54	49	14													
10435	ESCUELA DE EDUCACI‡N PARVULARIA JERUSALêN	LA PAZ	42				10	11	21																									
10436	"CENTRO ESCOLAR "" ANGELA MEDINA GOMEZ """	SANTA ANA	133				6	8	11	10	17	15	10	8	16	8	12	12																
10437	"CENTRO ESCOLAR ""FINCA EL PARAISO"""	SANTA ANA	126				3	6	9	16	8	19	11	6	15	14	11	8																
10438	"COMPLEJO EDUCATIVO ""MANUEL MONEDERO"""	SANTA ANA	1427				31	69	92	101	121	114	152	127	111	152	117	102	55	48	35													
10439	"CENTRO ESCOLAR ""JUAN JOSE BERNAL"""	SANTA ANA	489				15	30	42	41	47	44	68	53	36	43	39	31																
10440	"CENTRO ESCOLAR ""VALLE EL MATAZANO"""	SANTA ANA	165				4	6	16	18	10	22	14	21	21	16	11	6																
